Municipality,Canton,TLS,correct redirect,people
Dardagny,GE,False,False,1861
Genève,GE,True,False,200548
Genthod,GE,False,False,2779
Gy,GE,True,False,481
Hermance,GE,False,False,1036
Jussy,GE,False,False,1294
Laconnex,GE,False,False,682
Lancy,GE,True,True,31942
Le Grand-Saconnex,GE,True,True,12131
Meinier,GE,True,False,2141
Meyrin,GE,True,False,24144
Onex,GE,True,True,18977
Perly-Certoux,GE,False,False,3074
Plan-les-Ouates,GE,True,True,10697
Pregny-Chambésy,GE,False,False,3970
Presinge,GE,True,True,687
Puplinge,GE,False,False,2430
Russin,GE,False,False,548
Satigny,GE,False,False,4109
Soral,GE,True,False,822
Thônex,GE,True,True,14091
Troinex,GE,True,True,2412
Vandoeuvres,GE,True,True,2504
Vernier,GE,False,False,35132
Versoix,GE,True,True,13329
Veyrier,GE,False,False,11540
Albula/Alvra,GR,False,False,1324
Andeer,GR,False,False,944
Arosa,GR,False,False,3185
Avers,GR,True,False,169
Bergün Filisur,GR,True,True,961
Bever,GR,True,True,598
Bonaduz,GR,True,True,3294
Bregaglia,GR,True,True,1531
Breil/Brigels,GR,False,False,1784
Brusio,GR,True,True,1135
Buseno,GR,False,False,83
Calanca,GR,False,False,195
Cama,GR,False,False,564
Castaneda,GR,False,False,277
Casti-Wergenstein,GR,True,True,55
Cazis,GR,True,True,2174
Celerina/Schlarigna,GR,True,True,1506
Chur,GR,True,True,35038
Churwalden,GR,True,True,2012
Conters im Prättigau,GR,False,False,225
Davos,GR,False,False,10937
Disentis/Mustér,GR,True,False,2092
Domat/Ems,GR,True,True,8070
Domleschg,GR,False,False,1991
Donat,GR,False,False,211
Falera,GR,True,True,623
Felsberg,GR,False,False,2569
Ferrera,GR,True,False,76
Fideris,GR,False,False,598
Fläsch,GR,True,True,774
Flerden,GR,True,True,254
Flims,GR,False,False,2825
Furna,GR,True,True,213
Fürstenau,GR,True,True,349
Grono,GR,False,False,1373
Grüsch,GR,False,False,2074
Haldenstein,GR,False,False,1025
Hinterrhein,GR,True,True,63
Ilanz/Glion,GR,True,True,4704
Jenaz,GR,True,True,1161
Jenins,GR,True,False,896
Klosters-Serneus,GR,False,False,4437
Küblis,GR,False,False,853
La Punt-Chamues-ch,GR,False,False,712
Laax,GR,True,True,1755
Landquart,GR,True,True,8849
Lantsch/Lenz,GR,True,True,554
Lohn (GR),GR,False,False,42
Lostallo,GR,False,False,760
Lumnezia,GR,False,False,2047
Luzein,GR,False,False,1573
Madulain,GR,False,False,209
Maienfeld,GR,False,False,2860
Maladers,GR,True,True,505
Malans,GR,False,False,2341
Masein,GR,True,True,481
Mathon,GR,False,False,53
Medel (Lucmagn),GR,True,True,384
Mesocco,GR,False,False,1374
Nufenen,GR,True,True,140
Obersaxen Mundaun,GR,True,True,1160
Pontresina,GR,True,True,2195
Poschiavo,GR,False,False,3516
Rhäzüns,GR,True,True,1494
Rongellen,GR,True,True,53
Rossa,GR,False,False,152
Rothenbrunnen,GR,False,False,311
Roveredo (GR),GR,False,False,2483
Safiental,GR,False,False,905
Sagogn,GR,True,True,686
Samedan,GR,True,True,2956
Samnaun,GR,True,True,762
San Vittore,GR,False,False,825
Santa Maria in Calanca,GR,False,False,112
S-chanf,GR,False,False,685
Scharans,GR,True,False,807
Schiers,GR,False,False,2613
Schluein,GR,True,True,623
Schmitten (GR),GR,False,False,246
Scuol,GR,False,False,4598
Seewis im Prättigau,GR,False,False,1381
Sils im Domleschg,GR,False,False,930
Sils im Engadin/Segl,GR,True,True,691
Silvaplana,GR,True,True,1117
Soazza,GR,False,False,337
Splügen,GR,False,False,432
St. Moritz,GR,True,True,4994
Sufers,GR,False,False,141
Sumvitg,GR,False,False,1179
Surses,GR,True,True,2343
Tamins,GR,False,False,1213
Thusis,GR,True,True,3199
Trimmis,GR,False,False,3283
Trin,GR,False,False,1408
Trun,GR,False,False,1172
Tschappina,GR,True,True,129
Tschiertschen-Praden,GR,False,False,318
Tujetsch,GR,True,True,1256
Untervaz,GR,False,False,2512
Urmein,GR,True,True,146
Val Müstair,GR,True,True,1511
Vals,GR,True,True,1050
Valsot,GR,False,False,859
Vaz/Obervaz,GR,True,True,2721
Zernez,GR,True,True,1532
Zillis-Reischen,GR,False,False,388
Zizers,GR,True,True,3443
Zuoz,GR,True,True,1207
Alle,JU,True,True,1832
Basse-Allaine,JU,False,False,1212
Beurnevésin,JU,True,True,119
Boécourt,JU,False,False,915
Boncourt,JU,True,True,1211
Bonfol,JU,False,False,662
Bourrignon,JU,False,False,261
Bure,JU,False,False,659
Châtillon (JU),JU,False,False,481
Clos du Doubs,JU,False,False,1303
Coeuve,JU,False,False,733
Cornol,JU,False,False,1018
Courchapoix,JU,True,False,430
Courchavon,JU,True,True,293
Courgenay,JU,False,False,2302
Courrendlin,JU,False,False,2995
Courroux,JU,True,True,3265
Courtedoux,JU,False,False,782
Courtételle,JU,True,True,2582
Damphreux,JU,False,False,184
Delémont,JU,False,False,12625
Develier,JU,False,False,1385
Ederswiler,JU,True,True,120
Fahy,JU,False,False,361
Fontenais,JU,True,True,1678
Grandfontaine,JU,False,False,388
Haute-Ajoie,JU,True,True,1104
Haute-Sorne,JU,False,False,6928
La Baroche,JU,True,True,1176
La Chaux-des-Breuleux,JU,True,True,89
Lajoux (JU),JU,True,True,664
Le Bémont (JU),JU,True,True,314
Le Noirmont,JU,True,True,1856
Les Bois,JU,False,False,1248
Les Breuleux,JU,True,True,1536
Les Enfers,JU,True,False,138
Les Genevez (JU),JU,True,True,499
Lugnez,JU,True,True,190
Mervelier,JU,True,False,490
Mettembert,JU,True,True,105
Montfaucon,JU,False,False,623
Movelier,JU,False,False,420
Muriaux,JU,False,False,493
Pleigne,JU,False,False,353
Porrentruy,JU,True,False,6809
Rebeuvelier,JU,True,True,386
Rossemaison,JU,False,False,641
Saignelégier,JU,True,True,2558
Saint-Brais,JU,True,True,226
Saulcy,JU,False,False,265
Soubey,JU,False,False,132
Soyhières,JU,False,False,448
Val Terbi,JU,False,False,3179
Vellerat,JU,False,False,67
Vendlincourt,JU,False,False,557
Alpnach,OW,False,False,6024
Engelberg,OW,False,False,4155
Giswil,OW,False,False,3651
Kerns,OW,False,False,6295
Lungern,OW,False,False,2122
Sachseln,OW,False,False,5092
Sarnen,OW,False,False,10236
Alpthal,SZ,False,False,613
Altendorf,SZ,True,True,6926
Arth,SZ,False,False,11877
Einsiedeln,SZ,True,False,15550
Feusisberg,SZ,True,True,5272
Freienbach,SZ,True,True,16269
Galgenen,SZ,False,False,5231
Gersau,SZ,False,False,2279
Illgau,SZ,False,False,797
Ingenbohl,SZ,True,True,8856
Innerthal,SZ,True,True,177
Küssnacht (SZ),SZ,False,False,12845
Lachen,SZ,False,False,8617
Lauerz,SZ,False,False,1081
Morschach,SZ,False,False,1103
Muotathal,SZ,True,False,3515
Oberiberg,SZ,False,False,888
Reichenburg,SZ,False,False,3633
Riemenstalden,SZ,False,False,88
Rothenthurm,SZ,True,True,2395
Sattel,SZ,False,False,1946
Schübelbach,SZ,False,False,9167
Schwyz,SZ,True,True,15000
Steinen,SZ,True,True,3355
Steinerberg,SZ,False,False,954
Tuggen,SZ,False,False,3317
Unteriberg,SZ,True,True,2413
Vorderthal,SZ,True,True,1025
Wangen (SZ),SZ,True,True,5011
Wollerau,SZ,True,True,7101
Altdorf (UR),UR,True,True,9273
Andermatt,UR,True,True,1354
Attinghausen,UR,True,True,1711
Bauen,UR,True,False,168
Bürglen (UR),UR,False,False,3982
Erstfeld,UR,True,True,3781
Flüelen,UR,False,False,1975
Göschenen,UR,True,False,462
Gurtnellen,UR,True,True,558
Hospental,UR,True,True,191
Isenthal,UR,True,True,494
Realp,UR,False,False,151
Schattdorf,UR,True,True,5382
Seedorf (UR),UR,False,False,1804
Seelisberg,UR,False,False,679
Silenen,UR,True,True,1991
Sisikon,UR,False,False,364
Spiringen,UR,False,False,843
Unterschächen,UR,False,False,714
Wassen,UR,False,False,422
Alterswil,FR,False,False,2029
Arconciel,FR,True,True,916
Attalens,FR,False,False,3427
Auboranges,FR,True,True,285
Autigny,FR,True,False,793
Avry,FR,True,True,1880
Bas-Intyamon,FR,False,False,1387
Belfaux,FR,True,True,3338
Belmont-Broye,FR,True,True,5425
Billens-Hennens,FR,False,False,757
Bösingen,FR,False,False,3430
Bossonnens,FR,False,False,1483
Botterens,FR,True,False,568
Broc,FR,False,False,2652
Brünisried,FR,False,False,658
Bulle,FR,False,False,22709
Chapelle (Glâne),FR,False,False,278
Châtel-Saint-Denis,FR,False,False,6723
Châtel-sur-Montsalvens,FR,False,False,285
Châtillon (FR),FR,True,True,462
Châtonnaye,FR,False,False,825
Cheiry,FR,False,False,412
Chénens,FR,False,False,858
Cheyres-Châbles,FR,False,False,2278
Corbières,FR,False,False,877
Corminboeuf,FR,False,False,2563
Corserey,FR,True,True,422
Cottens (FR),FR,False,False,1497
Courgevaux,FR,False,False,1424
Courtepin,FR,True,True,5416
Cressier (FR),FR,True,True,957
Crésuz,FR,True,True,342
Cugy (FR),FR,False,False,1729
Delley-Portalban,FR,True,True,1107
Düdingen,FR,False,False,7823
Echarlens,FR,False,False,804
Ecublens (FR),FR,True,True,344
Ependes (FR),FR,True,True,1111
Estavayer,FR,True,True,9494
Ferpicloz,FR,True,True,283
Fétigny,FR,True,True,1044
Fräschels,FR,True,True,467
Fribourg,FR,True,True,38521
Galmiz,FR,True,True,672
Gempenach,FR,False,False,291
Gibloux,FR,False,False,7306
Giffers,FR,False,False,1606
Givisiez,FR,True,True,3199
Gletterens,FR,True,True,1051
Grandvillard,FR,True,True,830
Granges (Veveyse),FR,False,False,867
Granges-Paccot,FR,False,False,3686
Grangettes,FR,False,False,199
Greng,FR,True,True,175
Grolley,FR,False,False,1947
Gruyères,FR,True,True,2203
Gurmels,FR,False,False,4287
Hauterive (FR),FR,True,True,2513
Hauteville,FR,False,False,652
Haut-Intyamon,FR,False,False,1542
Heitenried,FR,False,False,1366
Jaun,FR,True,False,659
Kerzers,FR,False,False,5020
Kleinbösingen,FR,False,False,654
La Brillaz,FR,True,True,2028
La Folliaz,FR,False,False,982
La Roche,FR,False,False,1707
La Sonnaz,FR,True,False,1129
La Verrerie,FR,False,False,1177
Le Châtelard,FR,False,False,378
Le Flon,FR,False,False,1211
Le Mouret,FR,True,True,3134
Le Pâquier (FR),FR,False,False,1309
Les Montets,FR,True,True,1439
Lully (FR),FR,True,True,1161
Marly,FR,True,True,8201
Marsens,FR,True,True,1913
Massonnens,FR,False,False,527
Matran,FR,False,False,1523
Ménières,FR,False,False,415
Meyriez,FR,True,True,575
Mézières (FR),FR,False,False,1076
Misery-Courtion,FR,True,True,1958
Montagny (FR),FR,False,False,2536
Montet (Glâne),FR,True,True,391
Mont-Vully,FR,True,True,3601
Morlon,FR,True,True,595
Muntelier,FR,False,False,972
Murten,FR,False,False,8222
Neyruz (FR),FR,False,False,2593
Noréaz,FR,False,False,695
Nuvilly,FR,False,False,424
Pierrafortscha,FR,False,False,154
Plaffeien,FR,False,False,3601
Plasselb,FR,False,False,1048
Pont-en-Ogoz,FR,True,True,1807
Ponthaux,FR,False,False,727
Pont-la-Ville,FR,True,False,599
Prévondavaux,FR,False,False,70
Prez-vers-Noréaz,FR,True,True,1109
Rechthalten,FR,False,False,1083
Remaufens,FR,True,False,1072
Riaz,FR,True,True,2627
Ried bei Kerzers,FR,False,False,1185
Romont (FR),FR,False,False,5304
Rue,FR,True,True,1505
Saint-Aubin (FR),FR,True,True,1755
Saint-Martin (FR),FR,False,False,1007
Sâles,FR,False,False,1423
Schmitten (FR),FR,False,False,4078
Semsales,FR,False,False,1431
Senèdes,FR,True,True,158
Sévaz,FR,True,True,293
Siviriez,FR,False,False,2199
Sorens,FR,True,True,1087
St. Antoni,FR,False,False,2039
St. Silvester,FR,False,False,973
St. Ursen,FR,False,False,1332
Surpierre,FR,False,False,715
Tafers,FR,False,False,3354
Tentlingen,FR,False,False,1342
Torny,FR,False,False,933
Treyvaux,FR,True,True,1448
Ueberstorf,FR,False,False,2371
Ulmiz,FR,False,False,438
Ursy,FR,True,True,3079
Val-de-Charmey,FR,False,False,2477
Vallon,FR,False,False,436
Vaulruz,FR,True,True,1060
Villarsel-sur-Marly,FR,True,False,85
Villars-sur-Glâne,FR,True,True,12114
Villaz-Saint-Pierre,FR,False,False,1330
Villorsonnens,FR,False,False,1384
Vuadens,FR,False,False,2317
Vuisternens-devant-Romont,FR,False,False,2287
Wünnewil-Flamatt,FR,False,False,5558
Altstätten,SG,False,False,11549
Amden,SG,False,False,1784
Andwil (SG),SG,False,False,1951
Au (SG),SG,False,False,7622
Bad Ragaz,SG,False,False,5923
Balgach,SG,False,False,4650
Benken (SG),SG,False,False,3015
Berg (SG),SG,True,True,823
Berneck,SG,False,False,3956
Buchs (SG),SG,False,False,12612
Bütschwil-Ganterschwil,SG,True,True,4729
Degersheim,SG,True,True,4038
Diepoldsau,SG,False,False,6502
Ebnat-Kappel,SG,False,False,5012
Eggersriet,SG,False,False,2275
Eichberg,SG,False,False,1521
Eschenbach (SG),SG,False,False,9477
Flawil,SG,True,True,10551
Flums,SG,False,False,4941
Gaiserwald,SG,False,False,8368
Gams,SG,False,False,3404
Goldach,SG,False,False,9048
Gommiswald,SG,False,False,5071
Gossau (SG),SG,False,False,18171
Grabs,SG,False,False,6951
Häggenschwil,SG,True,True,1332
Hemberg,SG,False,False,920
Jonschwil,SG,False,False,3801
Kaltbrunn,SG,False,False,4798
Kirchberg (SG),SG,True,True,9016
Lichtensteig,SG,False,False,1871
Lütisburg,SG,False,False,1565
Marbach (SG),SG,False,False,2055
Mels,SG,False,False,8610
Mörschwil,SG,False,False,3583
Mosnang,SG,False,False,2884
Muolen,SG,False,False,1200
Neckertal,SG,False,False,4043
Nesslau,SG,False,False,3599
Niederbüren,SG,False,False,1524
Niederhelfenschwil,SG,False,False,3117
Oberbüren,SG,True,True,4321
Oberhelfenschwil,SG,False,False,1267
Oberriet (SG),SG,False,False,8839
Oberuzwil,SG,True,True,6450
Pfäfers,SG,False,False,1574
Quarten,SG,False,False,2877
Rapperswil-Jona,SG,False,False,26989
Rebstein,SG,False,False,4501
Rheineck,SG,False,False,3485
Rorschach,SG,True,True,9418
Rorschacherberg,SG,False,False,7177
Rüthi (SG),SG,False,False,2357
Sargans,SG,False,False,6118
Schänis,SG,False,False,3812
Schmerikon,SG,False,False,3724
Sennwald,SG,False,False,5564
Sevelen,SG,True,True,5049
St. Gallen,SG,True,True,75522
St. Margrethen,SG,False,False,5889
Steinach,SG,False,False,3591
Thal,SG,False,False,6480
Tübach,SG,False,False,1429
Untereggen,SG,False,False,1055
Uznach,SG,False,False,6336
Uzwil,SG,False,False,12849
Vilters-Wangs,SG,False,False,4820
Waldkirch,SG,True,True,3498
Walenstadt,SG,False,False,5598
Wartau,SG,False,False,5296
Wattwil,SG,False,False,8713
Weesen,SG,False,False,1646
Widnau,SG,False,False,9576
Wil (SG),SG,False,False,23768
Wildhaus-Alt St. Johann,SG,False,False,2662
Wittenbach,SG,False,False,9784
Zuzwil (SG),SG,False,False,4790
Appenzell,AI,False,False,5809
Gonten,AI,False,False,1455
Oberegg,AI,False,False,1907
Rüte,AI,False,False,3606
Schlatt-Haslen,AI,False,False,1126
Schwende,AI,False,False,2202
Baar,ZG,False,False,24322
Cham,ZG,False,False,16571
Hünenberg,ZG,True,True,8824
Menzingen,ZG,True,True,4499
Neuheim,ZG,False,False,2245
Oberägeri,ZG,False,False,6059
Risch,ZG,True,True,10515
Steinhausen,ZG,True,True,9875
Unterägeri,ZG,False,False,8689
Walchwil,ZG,False,False,3617
Zug,ZG,False,False,30205
Bargen (SH),SH,False,False,306
Beggingen,SH,True,False,486
Beringen,SH,True,True,4643
Buch (SH),SH,True,False,318
Buchberg,SH,True,False,867
Büttenhardt,SH,False,False,389
Dörflingen,SH,False,False,1027
Gächlingen,SH,False,False,864
Hallau,SH,False,False,2179
Hemishofen,SH,False,False,468
Lohn (SH),SH,True,False,771
Löhningen,SH,True,True,1456
Merishausen,SH,False,False,849
Neuhausen am Rheinfall,SH,True,True,10454
Neunkirch,SH,False,False,2201
Oberhallau,SH,False,False,434
Ramsen,SH,False,False,1478
Rüdlingen,SH,False,False,753
Schaffhausen,SH,True,False,36332
Schleitheim,SH,False,False,1688
Siblingen,SH,False,False,863
Stein am Rhein,SH,False,False,3376
Stetten (SH),SH,False,False,1376
Thayngen,SH,False,False,5445
Trasadingen,SH,False,False,591
Wilchingen,SH,False,False,1737
Basel,BS,False,False,171513
Bettingen,BS,False,False,1151
Riehen,BS,True,True,21244
Beckenried,NW,False,False,3654
Buochs,NW,False,False,5409
Dallenwil,NW,False,False,1814
Emmetten,NW,False,False,1401
Ennetbürgen,NW,False,False,4698
Ennetmoos,NW,False,False,2147
Hergiswil (NW),NW,False,False,5715
Oberdorf (NW),NW,False,False,3133
Stans,NW,False,False,8411
Stansstad,NW,False,False,4494
Wolfenschiessen,NW,False,False,2093
Boudry,NE,True,True,6124
Brot-Plamboz,NE,True,True,263
Corcelles-Cormondrèche,NE,True,True,4740
Cornaux,NE,True,True,1586
Cortaillod,NE,True,True,4774
Cressier (NE),NE,True,True,1873
Enges,NE,True,True,274
Hauterive (NE),NE,True,True,2650
La Brévine,NE,True,True,627
La Chaux-de-Fonds,NE,False,False,38625
La Chaux-du-Milieu,NE,True,False,495
La Côte-aux-Fées,NE,True,True,435
La Grande-Béroche,NE,True,True,8964
La Sagne,NE,True,True,966
La Tène,NE,True,True,4954
Le Cerneux-Péquignot,NE,True,True,317
Le Landeron,NE,True,True,4647
Le Locle,NE,False,False,10389
Les Brenets,NE,True,True,1048
Les Planchettes,NE,True,True,205
Les Ponts-de-Martel,NE,True,True,1275
Les Verrières,NE,True,False,718
Lignières,NE,True,True,952
Milvignes,NE,True,True,9008
Neuchâtel,NE,True,True,33578
Peseux,NE,True,True,5825
Rochefort,NE,True,True,1266
Saint-Blaise,NE,True,True,3230
Valangin,NE,True,True,504
Val-de-Ruz,NE,True,True,16907
Val-de-Travers,NE,True,True,10745
Bühler,AR,True,True,1766
Gais,AR,True,True,3096
Grub (AR),AR,True,True,1045
Heiden,AR,False,False,4192
Herisau,AR,False,False,15780
Hundwil,AR,False,False,957
Lutzenberg,AR,False,False,1253
Rehetobel,AR,False,False,1750
Reute (AR),AR,False,False,690
Schönengrund,AR,False,False,518
Schwellbrunn,AR,True,False,1579
Speicher,AR,False,False,4293
Stein (AR),AR,False,False,1423
Teufen (AR),AR,True,False,6267
Trogen,AR,True,True,1721
Urnäsch,AR,False,False,2315
Wald (AR),AR,True,False,857
Waldstatt,AR,True,True,1846
Walzenhausen,AR,False,False,1994
Wolfhalden,AR,False,False,1836
Glarus,GL,True,True,12521
Glarus Nord,GL,True,True,18247
Glarus Süd,GL,True,False,9581
